id,game,name,lane,slot,type,rarity,tier,cost,phrase,description,flavor,keywords,scale_by,damage,damage_multiplier,damage_type,stat_contribution,block,card_draw,self_damage,status_effects_applied,summon,feed_key,mechanics,modifier_kind,raw_json
wv2-t-mistakes-vehemence,Witch Mountain Bridge,mistakes vehemence for vigor.,wit,target,effect,uncommon,2,2,mistakes vehemence for vigor.,Apply vulnerable:1,"The two have, at this point, never even been introduced.",academic|cutting,wit,5,3,composure,,,,,vulnerable:1,,,,,"{""id"":""wv2-t-mistakes-vehemence"",""schoolId"":""slowburn"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""mistakes vehemence for vigor."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":3,""damageType"":""composure"",""rider"":{""vulnerable"":1}},""flavor"":""The two have, at this point, never even been introduced.""}"
wv2-t-natural-conclusion,Witch Mountain Bridge,"is, perhaps, the natural conclusion.",wit,target,effect,uncommon,2,2,"is, perhaps, the natural conclusion.",Cast: 6 + Wit×3 + Long Thread × 3 composure.,"Natural is doing some work here, but it gets to.",academic,wit,4,3,composure,,,,,,,,threadScaling,,"{""id"":""wv2-t-natural-conclusion"",""schoolId"":""slowburn"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is, perhaps, the natural conclusion."",""tags"":[""academic""],""effect"":{""scaleBy"":""wit"",""base"":4,""multiplier"":3,""damageType"":""composure"",""threadScaling"":3},""desc"":""Cast: 6 + Wit×3 + Long Thread × 3 composure."",""flavor"":""Natural is doing some work here, but it gets to.""}"
wv2-t-generous-error,Witch Mountain Bridge,"is, in the most generous reading, an error.",wit,target,effect,rare,3,2,"is, in the most generous reading, an error.",Apply weak:2,Less generous readings have been collected and indexed.,academic|observational,wit,8,3,composure,,,,,weak:2,,,,,"{""id"":""wv2-t-generous-error"",""schoolId"":""slowburn"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is, in the most generous reading, an error."",""tags"":[""academic"",""observational""],""effect"":{""scaleBy"":""wit"",""base"":8,""multiplier"":3,""damageType"":""composure"",""rider"":{""weak"":2}},""flavor"":""Less generous readings have been collected and indexed.""}"
wv2-t-future-studies,Witch Mountain Bridge,will be cited in future studies of what to avoid.,wit,target,effect,rare,3,2,will be cited in future studies of what to avoid.,"Spell fragment: ""will be cited in future studies of what to avoid.""",The citation is the gift. The avoidance is the lesson.,academic|cutting,wit,10,3,composure,,,,,,,,tier3Double,,"{""id"":""wv2-t-future-studies"",""schoolId"":""thorns"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""will be cited in future studies of what to avoid."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":10,""multiplier"":3,""damageType"":""composure"",""tier3Double"":true},""flavor"":""The citation is the gift. The avoidance is the lesson.""}"
wv2-t-own-punctuation,Witch Mountain Bridge,collapses under the weight of its own punctuation.,wit,target,effect,rare,3,3,collapses under the weight of its own punctuation.,"Spell fragment: ""collapses under the weight of its own punctuation.""","Em dashes can carry a great deal. Not, however, this.",academic|cutting,wit,12,3,composure,,,,,,,,requiresTier3,,"{""id"":""wv2-t-own-punctuation"",""schoolId"":""thorns"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""wit"",""cost"":3,""type"":""effect"",""phrase"":""collapses under the weight of its own punctuation."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":12,""multiplier"":3,""damageType"":""composure"",""requiresTier3"":{""failureDamageMult"":0.5,""exhaustOnFail"":true}},""flavor"":""Em dashes can carry a great deal. Not, however, this.""}"
wv2-t-saying-something-wrong,Witch Mountain Bridge,"is, I am afraid, where you said something rather wrong.",wit,target,effect,rare,3,2,"is, I am afraid, where you said something rather wrong.","Cast: 13 + Wit×3 composure. In 2 turns, a Misstep token appears in hand: discard for 1 Energy, or end-of-turn = -3 HP. Exhausts either way.","You said it with conviction. The conviction is, on reflection, the problem.",academic|cutting,wit,11,3,composure,,,,,,,,delayedMisstep,,"{""id"":""wv2-t-saying-something-wrong"",""schoolId"":""thorns"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is, I am afraid, where you said something rather wrong."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":11,""multiplier"":3,""damageType"":""composure"",""delayedMisstep"":{""delay"":2,""selfDamage"":3}},""desc"":""Cast: 13 + Wit×3 composure. In 2 turns, a Misstep token appears in hand: discard for 1 Energy, or end-of-turn = -3 HP. Exhausts either way."",""flavor"":""You said it with conviction. The conviction is, on reflection, the problem.""}"
wv2-t-collected-works,Witch Mountain Bridge,collapses under the weight of the collected works.,wit,target,effect,rare,3,2,collapses under the weight of the collected works.,"Consumes ALL your Block, dealing that much composure on top of the cast (1 Block = 1 composure). The longer you turtle, the heavier it lands.","You have had it bound. It is heavier than it looks, which — given how it looks — is saying something.",academic|cutting,wit,0,1,composure,,,,,,,,consumeBlockAsDamage,,"{""id"":""wv2-t-collected-works"",""slot"":""target"",""tier"":3,""rarity"":""rare"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""collapses under the weight of the collected works."",""tags"":[""academic"",""cutting""],""schoolId"":""thorns"",""effect"":{""scaleBy"":""wit"",""base"":0,""multiplier"":1,""damageType"":""composure"",""consumeBlockAsDamage"":1},""desc"":""Consumes ALL your Block, dealing that much composure on top of the cast (1 Block = 1 composure). The longer you turtle, the heavier it lands."",""flavor"":""You have had it bound. It is heavier than it looks, which — given how it looks — is saying something.""}"
wv2-t-fabric-starter,Witch Mountain Bridge,"lingers, badly.",wit,target,effect,basic,1,1,"lingers, badly.","Spell fragment: ""lingers, badly.""","Permission, in fabric, is the entire moral system.",observational,wit,2,2,composure,,,,,,,,,,"{""id"":""wv2-t-fabric-starter"",""slot"":""target"",""tier"":1,""rarity"":""basic"",""lane"":""wit"",""cost"":1,""type"":""effect"",""phrase"":""lingers, badly."",""tags"":[""observational""],""effect"":{""scaleBy"":""wit"",""base"":2,""multiplier"":2,""damageType"":""composure""},""setId"":""slowburn-4"",""setSlot"":""target"",""schoolId"":""slowburn"",""flavor"":""Permission, in fabric, is the entire moral system.""}"
wv2-t-not-tolerated-after-8,Witch Mountain Bridge,will slowly unravel.,wit,target,effect,uncommon,2,2,will slowly unravel.,"Spell fragment: ""will slowly unravel.""","Eight being, of course, the appointed hour for everything that matters.",observational|cutting,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-not-tolerated-after-8"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""will slowly unravel."",""tags"":[""observational"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""slowburn-1"",""setSlot"":""target"",""schoolId"":""slowburn"",""flavor"":""Eight being, of course, the appointed hour for everything that matters.""}"
wv2-t-not-a-gentleman,Witch Mountain Bridge,comes back to you.,wit,target,effect,uncommon,2,2,comes back to you.,"Spell fragment: ""comes back to you.""","A conclusion arrived at, regretfully, by direct observation.",academic|cutting,wit,5,1,block,,,,,,,,,,"{""id"":""wv2-t-not-a-gentleman"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""comes back to you."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":1,""damageType"":""block""},""setId"":""thorns-1"",""setSlot"":""target"",""schoolId"":""thorns"",""flavor"":""A conclusion arrived at, regretfully, by direct observation.""}"
wv2-t-entire-drive,Witch Mountain Bridge,lands at once.,wit,target,effect,uncommon,2,2,lands at once.,"Spell fragment: ""lands at once.""","Lasts being, on this evidence, an indictment.",observational|cutting,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-entire-drive"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""lands at once."",""tags"":[""observational"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""crescendo-1"",""setSlot"":""target"",""schoolId"":""crescendo"",""flavor"":""Lasts being, on this evidence, an indictment.""}"
wv2-t-precisely-what-one-does-not-do,Witch Mountain Bridge,will slowly decay.,wit,target,effect,uncommon,2,2,will slowly decay.,"Spell fragment: ""will slowly decay.""","One being, in this case, the entire civilised population.",academic|cutting,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-precisely-what-one-does-not-do"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""will slowly decay."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""slowburn-2"",""setSlot"":""target"",""schoolId"":""slowburn"",""flavor"":""One being, in this case, the entire civilised population.""}"
wv2-t-aesthetic-failure-first,Witch Mountain Bridge,rebounds with interest.,wit,target,effect,uncommon,2,2,rebounds with interest.,"Spell fragment: ""rebounds with interest.""","Aesthetics being, in his school, the only ethics that hold up.",academic|cutting,wit,3,1,block,,,,,,,,,,"{""id"":""wv2-t-aesthetic-failure-first"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""rebounds with interest."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":1,""damageType"":""block""},""setId"":""thorns-2"",""setSlot"":""target"",""schoolId"":""thorns"",""flavor"":""Aesthetics being, in his school, the only ethics that hold up.""}"
wv2-t-politely-call-memorial,Witch Mountain Bridge,"turns inward, sharply.",wit,target,effect,uncommon,2,2,"turns inward, sharply.","Spell fragment: ""turns inward, sharply.""","Politeness, in a memorial setting, is the entire performance.",observational|cutting,wit,5,1,block,,,,,,,,,,"{""id"":""wv2-t-politely-call-memorial"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""turns inward, sharply."",""tags"":[""observational"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":1,""damageType"":""block""},""setId"":""thorns-3"",""setSlot"":""target"",""schoolId"":""thorns"",""flavor"":""Politeness, in a memorial setting, is the entire performance.""}"
wv2-t-suggestion-at-best,Witch Mountain Bridge,is just getting started.,wit,target,effect,uncommon,2,2,is just getting started.,"Spell fragment: ""is just getting started.""","A suggestion being, legally speaking, a contract you ignored.",academic|cutting,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-suggestion-at-best"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is just getting started."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""crescendo-2"",""setSlot"":""target"",""schoolId"":""crescendo"",""flavor"":""A suggestion being, legally speaking, a contract you ignored.""}"
wv2-t-conversation-with-you-itself,Witch Mountain Bridge,lands hardest now.,wit,target,effect,uncommon,2,2,lands hardest now.,"Spell fragment: ""lands hardest now.""",Volvos are patient. The conversation has been queued since 2003.,observational,wit,5,2,composure,,,,,,,,,,"{""id"":""wv2-t-conversation-with-you-itself"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""lands hardest now."",""tags"":[""observational""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":2,""damageType"":""composure""},""setId"":""crescendo-3"",""setSlot"":""target"",""schoolId"":""crescendo"",""flavor"":""Volvos are patient. The conversation has been queued since 2003.""}"
wv2-t-fabric-stops-asking,Witch Mountain Bridge,"lingers, badly.",wit,target,effect,uncommon,2,2,"lingers, badly.","Spell fragment: ""lingers, badly.""","Permission, in fabric, is the entire moral system.",observational,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-fabric-stops-asking"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""lingers, badly."",""tags"":[""observational""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""slowburn-4"",""setSlot"":""target"",""schoolId"":""slowburn"",""flavor"":""Permission, in fabric, is the entire moral system.""}"
wv2-t-8-has-been-and-gone,Witch Mountain Bridge,will erode steadily.,wit,target,effect,uncommon,2,2,will erode steadily.,"Spell fragment: ""will erode steadily.""","The regret is the giveaway. Eight was, in fact, a deadline.",observational|cutting,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-8-has-been-and-gone"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""will erode steadily."",""tags"":[""observational"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""slowburn-5"",""setSlot"":""target"",""schoolId"":""slowburn"",""flavor"":""The regret is the giveaway. Eight was, in fact, a deadline.""}"
wv2-t-soft-start,Witch Mountain Bridge,are what the rest of us call a soft start.,wit,target,effect,uncommon,2,2,are what the rest of us call a soft start.,"Spell fragment: ""are what the rest of us call a soft start.""","Softness, here, is a clinical observation. Not a kindness.",academic|cutting,wit,5,3,composure,,,,,,,,,,"{""id"":""wv2-t-soft-start"",""schoolId"":""thorns"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""are what the rest of us call a soft start."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":3,""damageType"":""composure""},""flavor"":""Softness, here, is a clinical observation. Not a kindness.""}"
wv2-t-did-not-ask-to-know,Witch Mountain Bridge,is what you get back.,wit,target,effect,uncommon,2,2,is what you get back.,"Spell fragment: ""is what you get back.""",We did not ask. The towel still spoke.,observational|cutting,wit,3,1,block,,,,,,,,,,"{""id"":""wv2-t-did-not-ask-to-know"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is what you get back."",""tags"":[""observational"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":1,""damageType"":""block""},""setId"":""thorns-5"",""setSlot"":""target"",""schoolId"":""thorns"",""flavor"":""We did not ask. The towel still spoke.""}"
wv2-t-essence-public-service,Witch Mountain Bridge,adds up here.,wit,target,effect,uncommon,2,2,adds up here.,"Spell fragment: ""adds up here.""",The service being free entertainment for everyone watching.,observational,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-essence-public-service"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""adds up here."",""tags"":[""observational""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""crescendo-4"",""setSlot"":""target"",""schoolId"":""crescendo"",""flavor"":""The service being free entertainment for everyone watching.""}"
wv2-t-jurisdiction-moral-failing,Witch Mountain Bridge,delivers itself now.,wit,target,effect,uncommon,2,2,delivers itself now.,"Spell fragment: ""delivers itself now.""","Most jurisdictions, in fact. Civilised ones, certainly.",academic|cutting,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-jurisdiction-moral-failing"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""delivers itself now."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""crescendo-5"",""setSlot"":""target"",""schoolId"":""crescendo"",""flavor"":""Most jurisdictions, in fact. Civilised ones, certainly.""}"
wv2-t-its-own-opinions,Witch Mountain Bridge,has its own opinions.,wit,target,effect,uncommon,2,2,has its own opinions.,"Spell fragment: ""has its own opinions.""","Wool develops opinions. Linen, in spring, simply behaves.",observational,wit,5,3,composure,,,,,,,,,,"{""id"":""wv2-t-its-own-opinions"",""schoolId"":""slowburn"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""has its own opinions."",""tags"":[""observational""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":3,""damageType"":""composure""},""flavor"":""Wool develops opinions. Linen, in spring, simply behaves.""}"
wv2-t-still-be-unkind,Witch Mountain Bridge,would still be unkind.,wit,target,effect,uncommon,2,2,would still be unkind.,"Spell fragment: ""would still be unkind.""","Charity has its limits. The hem has, regretfully, exposed them.",cutting|observational,wit,6,3,composure,,,,,,,,,,"{""id"":""wv2-t-still-be-unkind"",""schoolId"":""thorns"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""would still be unkind."",""tags"":[""cutting"",""observational""],""effect"":{""scaleBy"":""wit"",""base"":6,""multiplier"":3,""damageType"":""composure""},""flavor"":""Charity has its limits. The hem has, regretfully, exposed them.""}"
wv2-t-not-what-one-wears-after,Witch Mountain Bridge,will fester.,wit,target,effect,uncommon,2,2,will fester.,"Spell fragment: ""will fester.""","Before 8 and after 8 being, in textiles, two different gravities.",academic,wit,3,2,composure,,,,,,,,,,"{""id"":""wv2-t-not-what-one-wears-after"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""will fester."",""tags"":[""academic""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":2,""damageType"":""composure""},""setId"":""slowburn-8"",""setSlot"":""target"",""schoolId"":""slowburn"",""flavor"":""Before 8 and after 8 being, in textiles, two different gravities.""}"
wv2-t-rest-follows,Witch Mountain Bridge,answers itself.,wit,target,effect,uncommon,2,2,answers itself.,"Spell fragment: ""answers itself.""","The rest, in his house, being a long list of consequences.",observational|cutting,wit,3,1,block,,,,,,,,,,"{""id"":""wv2-t-rest-follows"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""answers itself."",""tags"":[""observational"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":3,""multiplier"":1,""damageType"":""block""},""setId"":""thorns-6"",""setSlot"":""target"",""schoolId"":""thorns"",""flavor"":""The rest, in his house, being a long list of consequences.""}"
wv2-t-in-fact-ongoing,Witch Mountain Bridge,"is, in fact, ongoing.",wit,target,effect,uncommon,2,2,"is, in fact, ongoing.","Spell fragment: ""is, in fact, ongoing.""","Ongoing being a verb-form, here, with weight.",academic|observational,wit,5,3,composure,,,,,,,,,,"{""id"":""wv2-t-in-fact-ongoing"",""schoolId"":""crescendo"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is, in fact, ongoing."",""tags"":[""academic"",""observational""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":3,""damageType"":""composure""},""flavor"":""Ongoing being a verb-form, here, with weight.""}"
wv2-t-optional-in-your-house,Witch Mountain Bridge,"is, regrettably, optional in your house.",wit,target,effect,uncommon,2,2,"is, regrettably, optional in your house.","Spell fragment: ""is, regrettably, optional in your house.""","Optional being, in this case, a synonym for ""absent altogether.""",academic|cutting,wit,6,3,composure,,,,,,,,,,"{""id"":""wv2-t-optional-in-your-house"",""schoolId"":""thorns"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is, regrettably, optional in your house."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":6,""multiplier"":3,""damageType"":""composure""},""flavor"":""Optional being, in this case, a synonym for \""absent altogether.\""""}"
wv2-t-insurance-forms,Witch Mountain Bridge,is what insurance forms are for.,wit,target,effect,uncommon,2,2,is what insurance forms are for.,"Spell fragment: ""is what insurance forms are for.""",The forms have been pre-filled. By the underwriter. With a sigh.,observational,wit,6,3,composure,,,,,,,,,,"{""id"":""wv2-t-insurance-forms"",""schoolId"":""slowburn"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is what insurance forms are for."",""tags"":[""observational""],""effect"":{""scaleBy"":""wit"",""base"":6,""multiplier"":3,""damageType"":""composure""},""flavor"":""The forms have been pre-filled. By the underwriter. With a sigh.""}"
wv2-t-generously-aspirational,Witch Mountain Bridge,"is, generously, aspirational.",wit,target,effect,uncommon,2,2,"is, generously, aspirational.","Spell fragment: ""is, generously, aspirational.""","Aspiration, here, being a polite name for ""regularly exceeded.""",academic|observational,wit,5,3,composure,,,,,,,,,,"{""id"":""wv2-t-generously-aspirational"",""schoolId"":""crescendo"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is, generously, aspirational."",""tags"":[""academic"",""observational""],""effect"":{""scaleBy"":""wit"",""base"":5,""multiplier"":3,""damageType"":""composure""},""flavor"":""Aspiration, here, being a polite name for \""regularly exceeded.\""""}"
wv2-t-category-of-confusion,Witch Mountain Bridge,"is, on its own, a category of confusion.",wit,target,effect,uncommon,2,2,"is, on its own, a category of confusion.","Spell fragment: ""is, on its own, a category of confusion.""","The category is small. You are, somehow, its sole member.",academic|cutting,wit,6,3,composure,,,,,,,,,,"{""id"":""wv2-t-category-of-confusion"",""schoolId"":""thorns"",""slot"":""target"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""effect"",""phrase"":""is, on its own, a category of confusion."",""tags"":[""academic"",""cutting""],""effect"":{""scaleBy"":""wit"",""base"":6,""multiplier"":3,""damageType"":""composure""},""flavor"":""The category is small. You are, somehow, its sole member.""}"
wv2-m-due-respect,Witch Mountain Bridge,"With all due respect,",wit,modifier,modifier,common,1,0,"With all due respect,",+1 wit,"Respect is, in this dialect, a verb tense.",academic,,,,,1,,,,,,,addsTag,pre,"{""id"":""wv2-m-due-respect"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":0,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""With all due respect,"",""tags"":[""academic""],""stats"":{""wit"":1},""modifierEffect"":{""addsTag"":""academic""},""flavor"":""Respect is, in this dialect, a verb tense.""}"
wv2-m-on-reflection,Witch Mountain Bridge,"On reflection,",wit,modifier,modifier,common,1,0,"On reflection,",+1 wit,Reflection being the second-most-honest of the rhetorical positions.,academic,,,,,1,,,,,,,addsTag,pre,"{""id"":""wv2-m-on-reflection"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":0,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""On reflection,"",""tags"":[""academic""],""stats"":{""wit"":1},""modifierEffect"":{""addsTag"":""hedge""},""flavor"":""Reflection being the second-most-honest of the rhetorical positions.""}"
wv2-m-obviously,Witch Mountain Bridge,"— obviously,",wit,modifier,modifier,common,1,1,"— obviously,",Apply weak:1,"Obviousness has, in this case, taken its sweet time.",cutting,,,,,,,,,weak:1,,,addsTag,post,"{""id"":""wv2-m-obviously"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— obviously,"",""tags"":[""cutting""],""modifierEffect"":{""addsTag"":""dismissive"",""rider"":{""weak"":1}},""flavor"":""Obviousness has, in this case, taken its sweet time.""}"
wv2-m-i-daresay,Witch Mountain Bridge,"I daresay,",wit,modifier,modifier,common,1,1,"I daresay,",+1 wit,Daresay being the verb form of having said it earlier in private.,academic,,,,,1,,,,,,,addsTag|drawAfterCast,pre,"{""id"":""wv2-m-i-daresay"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""I daresay,"",""tags"":[""academic""],""stats"":{""wit"":1},""modifierEffect"":{""addsTag"":""academic"",""drawAfterCast"":1},""flavor"":""Daresay being the verb form of having said it earlier in private.""}"
wv2-m-and-i-quote,Witch Mountain Bridge,"— and I quote,",wit,modifier,modifier,common,1,1,"— and I quote,","Spell fragment: ""— and I quote,""","Quotation marks are, on their best day, a small gift.",academic,,,,,,,,,,,,addsTag|conditionalMult,post,"{""id"":""wv2-m-and-i-quote"",""slot"":""modifier"",""tier"":1,""rarity"":""common"",""lane"":""wit"",""cost"":1,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— and I quote,"",""tags"":[""academic""],""modifierEffect"":{""addsTag"":""academic"",""conditionalMult"":{""tier2Plus"":1.5}},""flavor"":""Quotation marks are, on their best day, a small gift.""}"
wv2-m-stares-meaningfully,Witch Mountain Bridge,(stares meaningfully),wit,modifier,modifier,uncommon,2,1,(stares meaningfully),Apply vulnerable:1,The staring is the rhetoric. The meaningful is the multiplier.,observational,,,,,,,,,vulnerable:1,,,addsTag,replaces-intro,"{""id"":""wv2-m-stares-meaningfully"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""modifier"",""modifierKind"":""replaces-intro"",""phrase"":""(stares meaningfully)"",""tags"":[""observational""],""modifierEffect"":{""addsTag"":""observational"",""rider"":{""vulnerable"":1}},""flavor"":""The staring is the rhetoric. The meaningful is the multiplier.""}"
wv2-m-apologies-mother,Witch Mountain Bridge,"— with apologies to your mother,",wit,modifier,modifier,uncommon,2,2,"— with apologies to your mother,","Spell fragment: ""— with apologies to your mother,""",Apologies being the only honest part of the sentence.,cutting,,,,,,,,,,,,addsTag|damageMult,post,"{""id"":""wv2-m-apologies-mother"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— with apologies to your mother,"",""tags"":[""cutting""],""modifierEffect"":{""addsTag"":""cutting"",""damageMult"":1.5},""flavor"":""Apologies being the only honest part of the sentence.""}"
wv2-m-back-row-hears,Witch Mountain Bridge,"(shouted clearly so the back row hears,)",wit,modifier,modifier,uncommon,2,2,"(shouted clearly so the back row hears,)",Apply weak:2,"Volume is, on rare occasions, the entire argument.",cutting,,,,,,,,,weak:2,,,addsTag|selfComposureCost,pre,"{""id"":""wv2-m-back-row-hears"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""modifier"",""modifierKind"":""pre"",""phrase"":""(shouted clearly so the back row hears,)"",""tags"":[""cutting""],""modifierEffect"":{""addsTag"":""dismissive"",""rider"":{""weak"":2},""selfComposureCost"":1},""flavor"":""Volume is, on rare occasions, the entire argument.""}"
wv2-m-three-ways,Witch Mountain Bridge,"— and I mean this in three ways,",wit,modifier,modifier,uncommon,2,2,"— and I mean this in three ways,","Spell fragment: ""— and I mean this in three ways,""",Three ways being a polite undercount.,observational,,,,,,,,,,,,perSharedTag,post,"{""id"":""wv2-m-three-ways"",""slot"":""modifier"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":2,""type"":""modifier"",""modifierKind"":""post"",""phrase"":""— and I mean this in three ways,"",""tags"":[""observational""],""modifierEffect"":{""perSharedTag"":3},""flavor"":""Three ways being a polite undercount.""}"
